type,method,metric,score
randomly_wrong_70,scGEN,pos_rate,0.994257874
randomly_wrong_70,STACAS,pos_rate,0.995127893
randomly_wrong_70,scDREAMER,pos_rate,0.995127893
randomly_wrong_70,ItClust,pos_rate,0.986949713
randomly_wrong_30,scANVI,truepos_rate,0.342961545
randomly_wrong_30,scGEN,truepos_rate,0.12545676
randomly_wrong_30,STACAS,truepos_rate,0.103532278
randomly_wrong_30,scDREAMER,truepos_rate,0.632329911
randomly_wrong_30,ItClust,truepos_rate,0.543587959
randomly_wrong_50,scANVI,truepos_rate,0.345571603
randomly_wrong_50,scGEN,truepos_rate,0.057247259
randomly_wrong_50,STACAS,truepos_rate,0.100748216
randomly_wrong_50,scDREAMER,truepos_rate,0.647990256
randomly_wrong_50,ItClust,truepos_rate,0.361057943
randomly_wrong_70,scANVI,truepos_rate,0.326605185
randomly_wrong_70,scGEN,truepos_rate,0.058291282
randomly_wrong_70,STACAS,truepos_rate,0.099878197
randomly_wrong_70,scDREAMER,truepos_rate,0.630415869
randomly_wrong_70,ItClust,truepos_rate,0.080563772
randomly_wrong_30,scANVI,kBET,0.215018503
randomly_wrong_30,scGEN,kBET,0.060034464
randomly_wrong_30,STACAS,kBET,0.083023495
randomly_wrong_30,scDREAMER,kBET,0.461130185
randomly_wrong_30,ItClust,kBET,0.499687167
randomly_wrong_50,scANVI,kBET,0.214166789
randomly_wrong_50,scGEN,kBET,0.028796481
randomly_wrong_50,STACAS,kBET,0.093147499
randomly_wrong_50,scDREAMER,kBET,0.449765276
randomly_wrong_50,ItClust,kBET,0.483410949
randomly_wrong_70,scANVI,kBET,0.206694607
randomly_wrong_70,scGEN,kBET,0.018234831
randomly_wrong_70,STACAS,kBET,0.087845021
randomly_wrong_70,scDREAMER,kBET,0.443657883
randomly_wrong_70,ItClust,kBET,0.068198758
