type,metric,method,score
randomly_missing_70,lisi_f1,scANVI,0.420733163
randomly_missing_70,lisi_f1,scGEN,0.344989
randomly_missing_70,lisi_f1,STACAS,0.424352509
unsupervised,lisi_f1,scVI,0.442828
unsupervised,lisi_f1,Harmony,0.331225
unsupervised,lisi_f1,scCRAFT,0.49231
unsupervised,lisi_f1,Seurat,0.509208
full_annotated_supervised,pos_rate,scANVI,0.958007521
full_annotated_supervised,pos_rate,scGEN,0.976302752
full_annotated_supervised,pos_rate,STACAS,0.922491494
CellAssign,pos_rate,scANVI,0.919954635
CellAssign,pos_rate,scGEN,0.92401361
CellAssign,pos_rate,STACAS,0.911776995
Azimuth,pos_rate,scANVI,0.901331105
Azimuth,pos_rate,scGEN,0.886080105
Azimuth,pos_rate,STACAS,0.91511968
singleR,pos_rate,scANVI,0.915597206
singleR,pos_rate,scGEN,0.90733003
singleR,pos_rate,STACAS,0.914373545
partially_annotated_batches_70,pos_rate,scANVI,0.92666985
partially_annotated_batches_70,pos_rate,scGEN,0.945711216
partially_annotated_batches_70,pos_rate,STACAS,0.916761177
partially_annotated_batches_50,pos_rate,scANVI,0.936548678
partially_annotated_batches_50,pos_rate,scGEN,0.952187668
partially_annotated_batches_50,pos_rate,STACAS,0.918969737
partially_annotated_batches_30,pos_rate,scANVI,0.940219662
partially_annotated_batches_30,pos_rate,scGEN,0.954157464
partially_annotated_batches_30,pos_rate,STACAS,0.917537158
mixing_at_edge_30,pos_rate,scANVI,0.924162837
mixing_at_edge_30,pos_rate,scGEN,0.919686026
mixing_at_edge_30,pos_rate,STACAS,0.914701844
mixing_at_edge_50,pos_rate,scANVI,0.928341193
mixing_at_edge_50,pos_rate,scGEN,0.924312064
mixing_at_edge_50,pos_rate,STACAS,0.916970095
mixing_at_edge_70,pos_rate,scANVI,0.937205277
mixing_at_edge_70,pos_rate,scGEN,0.936608369
mixing_at_edge_70,pos_rate,STACAS,0.917119322
randomly_missing_30,pos_rate,scANVI,0.95529159
randomly_missing_30,pos_rate,scGEN,0.959798245
randomly_missing_30,pos_rate,STACAS,0.924132991
randomly_missing_50,pos_rate,scANVI,0.95418731
randomly_missing_50,pos_rate,scGEN,0.948695756
randomly_missing_50,pos_rate,STACAS,0.920999224
randomly_missing_70,pos_rate,scANVI,0.943920492
randomly_missing_70,pos_rate,scGEN,0.941323942
randomly_missing_70,pos_rate,STACAS,0.915179371
unsupervised,pos_rate,scVI,0.905867606
unsupervised,pos_rate,Harmony,0.90694204
unsupervised,pos_rate,scCRAFT,0.890318152
unsupervised,pos_rate,Seurat,0.838834836
full_annotated_supervised,NMI_cluster/label,scDREAMER,0.975865444
full_annotated_supervised,ARI_cluster/label,scDREAMER,0.99261247
full_annotated_supervised,ASW_label,scDREAMER,0.634105813
full_annotated_supervised,ASW_label/batch,scDREAMER,0.918876727
full_annotated_supervised,isolated_label_F1,scDREAMER,0.944945273
full_annotated_supervised,isolated_label_silhouette,scDREAMER,0.646617654
full_annotated_supervised,graph_conn,scDREAMER,0.999276925
full_annotated_supervised,NMI_cluster/label,ItClust,0.939476531
full_annotated_supervised,ARI_cluster/label,ItClust,0.94388634
full_annotated_supervised,ASW_label,ItClust,0.943950675
full_annotated_supervised,ASW_label/batch,ItClust,0.748553485
full_annotated_supervised,isolated_label_F1,ItClust,0.998771972
full_annotated_supervised,isolated_label_silhouette,ItClust,0.97747158
full_annotated_supervised,graph_conn,ItClust,0.975610443
CellAssign,NMI_cluster/label,scDREAMER,0.738182685
CellAssign,ARI_cluster/label,scDREAMER,0.712971709
CellAssign,ASW_label,scDREAMER,0.563296944
CellAssign,ASW_label/batch,scDREAMER,0.919081313
CellAssign,isolated_label_F1,scDREAMER,0.686083512
CellAssign,isolated_label_silhouette,scDREAMER,0.572891963
CellAssign,graph_conn,scDREAMER,0.965454984
CellAssign,NMI_cluster/label,ItClust,0.232654704
CellAssign,ARI_cluster/label,ItClust,0.100003695
CellAssign,ASW_label,ItClust,0.387555344
CellAssign,ASW_label/batch,ItClust,0.671519758
CellAssign,isolated_label_F1,ItClust,0.271718012
CellAssign,isolated_label_silhouette,ItClust,0.186640235
CellAssign,graph_conn,ItClust,0.555287891
Azimuth,NMI_cluster/label,scDREAMER,0.762691461
Azimuth,ARI_cluster/label,scDREAMER,0.748511171
Azimuth,ASW_label,scDREAMER,0.596751281
Azimuth,ASW_label/batch,scDREAMER,0.897248171
Azimuth,isolated_label_F1,scDREAMER,0.625321946
Azimuth,isolated_label_silhouette,scDREAMER,0.571927256
Azimuth,graph_conn,scDREAMER,0.960216497
Azimuth,NMI_cluster/label,ItClust,0.702207746
Azimuth,ARI_cluster/label,ItClust,0.566538821
Azimuth,ASW_label,ItClust,0.747370245
Azimuth,ASW_label/batch,ItClust,0.524974664
Azimuth,isolated_label_F1,ItClust,0.400110435
Azimuth,isolated_label_silhouette,ItClust,0.334516832
Azimuth,graph_conn,ItClust,0.723908746
singleR,NMI_cluster/label,scDREAMER,0.593833026
singleR,ARI_cluster/label,scDREAMER,0.520629222
singleR,ASW_label,scDREAMER,0.551086538
singleR,ASW_label/batch,scDREAMER,0.919599718
singleR,isolated_label_F1,scDREAMER,0.676299386
singleR,isolated_label_silhouette,scDREAMER,0.572042943
singleR,graph_conn,scDREAMER,0.954764894
singleR,NMI_cluster/label,ItClust,0.466804524
singleR,ARI_cluster/label,ItClust,0.400152845
singleR,ASW_label,ItClust,0.52868703
singleR,ASW_label/batch,ItClust,0.704170509
singleR,isolated_label_F1,ItClust,0.353066032
singleR,isolated_label_silhouette,ItClust,0.445111994
singleR,graph_conn,ItClust,0.551816171
partially_annotated_batches_70,NMI_cluster/label,scDREAMER,0.694325791
partially_annotated_batches_70,ARI_cluster/label,scDREAMER,0.5743424
partially_annotated_batches_70,ASW_label,scDREAMER,0.555573659
partially_annotated_batches_70,ASW_label/batch,scDREAMER,0.861722849
partially_annotated_batches_70,isolated_label_F1,scDREAMER,0.661474387
partially_annotated_batches_70,isolated_label_silhouette,scDREAMER,0.571397748
partially_annotated_batches_70,graph_conn,scDREAMER,0.964904639
partially_annotated_batches_70,NMI_cluster/label,ItClust,0.370437381
partially_annotated_batches_70,ARI_cluster/label,ItClust,0.159284682
partially_annotated_batches_70,ASW_label,ItClust,0.357138848
partially_annotated_batches_70,ASW_label/batch,ItClust,0.56167015
partially_annotated_batches_70,isolated_label_F1,ItClust,0.461462859
partially_annotated_batches_70,isolated_label_silhouette,ItClust,0.406518522
partially_annotated_batches_70,graph_conn,ItClust,0.687768138
partially_annotated_batches_50,NMI_cluster/label,scDREAMER,0.707140138
partially_annotated_batches_50,ARI_cluster/label,scDREAMER,0.490368255
partially_annotated_batches_50,ASW_label,scDREAMER,0.554798045
partially_annotated_batches_50,ASW_label/batch,scDREAMER,0.854670256
partially_annotated_batches_50,isolated_label_F1,scDREAMER,0.6570507
partially_annotated_batches_50,isolated_label_silhouette,scDREAMER,0.57976921
partially_annotated_batches_50,graph_conn,scDREAMER,0.951673504
partially_annotated_batches_50,NMI_cluster/label,ItClust,0.525874356
partially_annotated_batches_50,ARI_cluster/label,ItClust,0.275387494
partially_annotated_batches_50,ASW_label,ItClust,0.40180741
partially_annotated_batches_50,ASW_label/batch,ItClust,0.470630891
partially_annotated_batches_50,isolated_label_F1,ItClust,0.504275107
partially_annotated_batches_50,isolated_label_silhouette,ItClust,0.431492842
partially_annotated_batches_50,graph_conn,ItClust,0.643922138
partially_annotated_batches_30,NMI_cluster/label,scDREAMER,0.768457
partially_annotated_batches_30,ARI_cluster/label,scDREAMER,0.62249
partially_annotated_batches_30,ASW_label,scDREAMER,0.567621
partially_annotated_batches_30,ASW_label/batch,scDREAMER,0.874034
partially_annotated_batches_30,isolated_label_F1,scDREAMER,0.642371
partially_annotated_batches_30,isolated_label_silhouette,scDREAMER,0.58212
partially_annotated_batches_30,graph_conn,scDREAMER,0.9865
partially_annotated_batches_30,NMI_cluster/label,ItClust,0.733444
partially_annotated_batches_30,ARI_cluster/label,ItClust,0.66925
partially_annotated_batches_30,ASW_label,ItClust,0.716029
partially_annotated_batches_30,ASW_label/batch,ItClust,0.659835
partially_annotated_batches_30,isolated_label_F1,ItClust,0.475778
partially_annotated_batches_30,isolated_label_silhouette,ItClust,0.449139
partially_annotated_batches_30,graph_conn,ItClust,0.704519
mixing_at_edge_30,NMI_cluster/label,scDREAMER,0.854579464
mixing_at_edge_30,ARI_cluster/label,scDREAMER,0.859159146
mixing_at_edge_30,ASW_label,scDREAMER,0.607038386
mixing_at_edge_30,ASW_label/batch,scDREAMER,0.913151849
mixing_at_edge_30,isolated_label_F1,scDREAMER,0.871874341
mixing_at_edge_30,isolated_label_silhouette,scDREAMER,0.620685706
mixing_at_edge_30,graph_conn,scDREAMER,0.956994696
mixing_at_edge_30,NMI_cluster/label,ItClust,0.786054868
mixing_at_edge_30,ARI_cluster/label,ItClust,0.632202634
mixing_at_edge_30,ASW_label,ItClust,0.86523398
mixing_at_edge_30,ASW_label/batch,ItClust,0.604094898
mixing_at_edge_30,isolated_label_F1,ItClust,0.869359107
mixing_at_edge_30,isolated_label_silhouette,ItClust,0.787458997
mixing_at_edge_30,graph_conn,ItClust,0.902875873
mixing_at_edge_50,NMI_cluster/label,scDREAMER,0.879040359
mixing_at_edge_50,ARI_cluster/label,scDREAMER,0.887685429
mixing_at_edge_50,ASW_label,scDREAMER,0.610807303
mixing_at_edge_50,ASW_label/batch,scDREAMER,0.913036172
mixing_at_edge_50,isolated_label_F1,scDREAMER,0.902885661
mixing_at_edge_50,isolated_label_silhouette,scDREAMER,0.628218985
mixing_at_edge_50,graph_conn,scDREAMER,0.965952425
mixing_at_edge_50,NMI_cluster/label,ItClust,0.829659207
mixing_at_edge_50,ARI_cluster/label,ItClust,0.722522029
mixing_at_edge_50,ASW_label,ItClust,0.883836867
mixing_at_edge_50,ASW_label/batch,ItClust,0.551538008
mixing_at_edge_50,isolated_label_F1,ItClust,0.900637721
mixing_at_edge_50,isolated_label_silhouette,ItClust,0.826221332
mixing_at_edge_50,graph_conn,ItClust,0.931524468
mixing_at_edge_70,NMI_cluster/label,scDREAMER,0.907457269
mixing_at_edge_70,ARI_cluster/label,scDREAMER,0.917914962
mixing_at_edge_70,ASW_label,scDREAMER,0.618240565
mixing_at_edge_70,ASW_label/batch,scDREAMER,0.914255158
mixing_at_edge_70,isolated_label_F1,scDREAMER,0.930642042
mixing_at_edge_70,isolated_label_silhouette,scDREAMER,0.633274148
mixing_at_edge_70,graph_conn,scDREAMER,0.966546425
mixing_at_edge_70,NMI_cluster/label,ItClust,0.855813189
mixing_at_edge_70,ARI_cluster/label,ItClust,0.825957725
mixing_at_edge_70,ASW_label,ItClust,0.897697853
mixing_at_edge_70,ASW_label/batch,ItClust,0.620338823
mixing_at_edge_70,isolated_label_F1,ItClust,0.933502442
mixing_at_edge_70,isolated_label_silhouette,ItClust,0.868195685
mixing_at_edge_70,graph_conn,ItClust,0.936961128
randomly_missing_30,NMI_cluster/label,scDREAMER,0.795411159
randomly_missing_30,ARI_cluster/label,scDREAMER,0.654063433
randomly_missing_30,ASW_label,scDREAMER,0.602425011
randomly_missing_30,ASW_label/batch,scDREAMER,0.931392409
randomly_missing_30,isolated_label_F1,scDREAMER,0.785502548
randomly_missing_30,isolated_label_silhouette,scDREAMER,0.61805857
randomly_missing_30,graph_conn,scDREAMER,0.992400116
randomly_missing_30,NMI_cluster/label,ItClust,0.717945331
randomly_missing_30,ARI_cluster/label,ItClust,0.492426188
randomly_missing_30,ASW_label,ItClust,0.707098438
randomly_missing_30,ASW_label/batch,ItClust,0.786660113
randomly_missing_30,isolated_label_F1,ItClust,0.817947757
randomly_missing_30,isolated_label_silhouette,ItClust,0.632666377
randomly_missing_30,graph_conn,ItClust,0.801655559
randomly_missing_50,NMI_cluster/label,scDREAMER,0.757824941
randomly_missing_50,ARI_cluster/label,scDREAMER,0.548063576
randomly_missing_50,ASW_label,scDREAMER,0.588992197
randomly_missing_50,ASW_label/batch,scDREAMER,0.93239486
randomly_missing_50,isolated_label_F1,scDREAMER,0.620279179
randomly_missing_50,isolated_label_silhouette,scDREAMER,0.600539114
randomly_missing_50,graph_conn,scDREAMER,0.98753934
randomly_missing_50,NMI_cluster/label,ItClust,0.633355655
randomly_missing_50,ARI_cluster/label,ItClust,0.378308619
randomly_missing_50,ASW_label,ItClust,0.579913806
randomly_missing_50,ASW_label/batch,ItClust,0.812515302
randomly_missing_50,isolated_label_F1,ItClust,0.648498585
randomly_missing_50,isolated_label_silhouette,ItClust,0.461159459
randomly_missing_50,graph_conn,ItClust,0.696875187
randomly_missing_70,NMI_cluster/label,scDREAMER,0.725898561
randomly_missing_70,ARI_cluster/label,scDREAMER,0.558054682
randomly_missing_70,ASW_label,scDREAMER,0.577565679
randomly_missing_70,ASW_label/batch,scDREAMER,0.92768661
randomly_missing_70,isolated_label_F1,scDREAMER,0.660386126
randomly_missing_70,isolated_label_silhouette,scDREAMER,0.59836228
randomly_missing_70,graph_conn,scDREAMER,0.940136601
randomly_missing_70,NMI_cluster/label,ItClust,0.491595431
randomly_missing_70,ARI_cluster/label,ItClust,0.300674823
randomly_missing_70,ASW_label,ItClust,0.310154968
randomly_missing_70,ASW_label/batch,ItClust,0.741704778
randomly_missing_70,isolated_label_F1,ItClust,0.353920549
randomly_missing_70,isolated_label_silhouette,ItClust,0.292544492
randomly_missing_70,graph_conn,ItClust,0.659443236
full_annotated_supervised,pos_rate,scDREAMER,0.998388348
full_annotated_supervised,pos_rate,ItClust,0.970572435
CellAssign,pos_rate,scDREAMER,0.85924909
CellAssign,pos_rate,ItClust,0.296454366
Azimuth,pos_rate,scDREAMER,0.899391154
Azimuth,pos_rate,ItClust,0.86300961
singleR,pos_rate,scDREAMER,0.834954933
singleR,pos_rate,ItClust,0.610517519
partially_annotated_batches_70,pos_rate,scDREAMER,0.88422969
partially_annotated_batches_70,pos_rate,ItClust,0.543454904
partially_annotated_batches_50,pos_rate,scDREAMER,0.915686743
partially_annotated_batches_50,pos_rate,ItClust,0.815256969
partially_annotated_batches_30,pos_rate,scDREAMER,0.935026562
partially_annotated_batches_30,pos_rate,ItClust,0.801020713
mixing_at_edge_30,pos_rate,scDREAMER,0.912881275
mixing_at_edge_30,pos_rate,ItClust,0.912164985
mixing_at_edge_50,pos_rate,scDREAMER,0.934369964
mixing_at_edge_50,pos_rate,ItClust,0.925804334
mixing_at_edge_70,pos_rate,scDREAMER,0.955918343
mixing_at_edge_70,pos_rate,ItClust,0.938309556
randomly_missing_30,pos_rate,scDREAMER,0.96087268
randomly_missing_30,pos_rate,ItClust,0.917746075
randomly_missing_50,pos_rate,scDREAMER,0.935981615
randomly_missing_50,pos_rate,ItClust,0.865456933
randomly_missing_70,pos_rate,scDREAMER,0.909777353
randomly_missing_70,pos_rate,ItClust,0.76547484
full_annotated_supervised,truepos_rate,scDREAMER,0.774159852
full_annotated_supervised,truepos_rate,ItClust,0.283650689
CellAssign,truepos_rate,scDREAMER,0.598668895
CellAssign,truepos_rate,ItClust,0.136214409
Azimuth,truepos_rate,scDREAMER,0.536232317
Azimuth,truepos_rate,ItClust,0.229003761
singleR,truepos_rate,scDREAMER,0.518892139
singleR,truepos_rate,ItClust,0.243538471
partially_annotated_batches_70,truepos_rate,scDREAMER,0.170059094
partially_annotated_batches_70,truepos_rate,ItClust,0.010326509
partially_annotated_batches_50,truepos_rate,scDREAMER,0.024264311
partially_annotated_batches_50,truepos_rate,ItClust,0.013311049
partially_annotated_batches_30,truepos_rate,scDREAMER,0.057870232
partially_annotated_batches_30,truepos_rate,ItClust,0.075747627
mixing_at_edge_30,truepos_rate,scDREAMER,0.676625082
mixing_at_edge_30,truepos_rate,ItClust,0.492449114
mixing_at_edge_50,truepos_rate,scDREAMER,0.685608548
mixing_at_edge_50,truepos_rate,ItClust,0.350325315
mixing_at_edge_70,truepos_rate,scDREAMER,0.701366919
mixing_at_edge_70,truepos_rate,ItClust,0.426789232
randomly_missing_30,truepos_rate,scDREAMER,0.755118486
randomly_missing_30,truepos_rate,ItClust,0.390228616
randomly_missing_50,truepos_rate,scDREAMER,0.720885811
randomly_missing_50,truepos_rate,ItClust,0.39577986
randomly_missing_70,truepos_rate,scDREAMER,0.680057303
randomly_missing_70,truepos_rate,ItClust,0.307079329
full_annotated_supervised,lisi_c,scDREAMER,0.998710332
full_annotated_supervised,lisi_c,ItClust,0.996885469
CellAssign,lisi_c,scDREAMER,0.977940099
CellAssign,lisi_c,ItClust,0.876901296
Azimuth,lisi_c,scDREAMER,0.985487252
Azimuth,lisi_c,ItClust,0.980696058
singleR,lisi_c,scDREAMER,0.974129042
singleR,lisi_c,ItClust,0.93497748
partially_annotated_batches_70,lisi_c,scDREAMER,0.981471137
partially_annotated_batches_70,lisi_c,ItClust,0.913640251
partially_annotated_batches_50,lisi_c,scDREAMER,0.985254392
partially_annotated_batches_50,lisi_c,ItClust,0.971131286
partially_annotated_batches_30,lisi_c,scDREAMER,0.988885425
partially_annotated_batches_30,lisi_c,ItClust,0.96123253
mixing_at_edge_30,lisi_c,scDREAMER,0.98784051
mixing_at_edge_30,lisi_c,ItClust,0.989478809
mixing_at_edge_50,lisi_c,scDREAMER,0.990540372
mixing_at_edge_50,lisi_c,ItClust,0.990738763
mixing_at_edge_70,lisi_c,scDREAMER,0.993346528
mixing_at_edge_70,lisi_c,ItClust,0.992520855
randomly_missing_30,lisi_c,scDREAMER,0.992918076
randomly_missing_30,lisi_c,ItClust,0.989295029
randomly_missing_50,lisi_c,scDREAMER,0.989503014
randomly_missing_50,lisi_c,ItClust,0.981401902
randomly_missing_70,lisi_c,scDREAMER,0.985624342
randomly_missing_70,lisi_c,ItClust,0.947082921
full_annotated_supervised,lisi_b,scDREAMER,0.338929029
full_annotated_supervised,lisi_b,ItClust,0.280104824
CellAssign,lisi_b,scDREAMER,0.330144284
CellAssign,lisi_b,ItClust,0.336439875
Azimuth,lisi_b,scDREAMER,0.316080921
Azimuth,lisi_b,ItClust,0.286703252
singleR,lisi_b,scDREAMER,0.327660416
singleR,lisi_b,ItClust,0.309914362
partially_annotated_batches_70,lisi_b,scDREAMER,0.201184964
partially_annotated_batches_70,lisi_b,ItClust,0.161458748
partially_annotated_batches_50,lisi_b,scDREAMER,0.177757674
partially_annotated_batches_50,lisi_b,ItClust,0.152506007
partially_annotated_batches_30,lisi_b,scDREAMER,0.182473096
partially_annotated_batches_30,lisi_b,ItClust,0.177782868
mixing_at_edge_30,lisi_b,scDREAMER,0.330739134
mixing_at_edge_30,lisi_b,ItClust,0.325068414
mixing_at_edge_50,lisi_b,scDREAMER,0.330265636
mixing_at_edge_50,lisi_b,ItClust,0.305906998
mixing_at_edge_70,lisi_b,scDREAMER,0.332550649
mixing_at_edge_70,lisi_b,ItClust,0.311850445
randomly_missing_30,lisi_b,scDREAMER,0.343740174
randomly_missing_30,lisi_b,ItClust,0.2980228
randomly_missing_50,lisi_b,scDREAMER,0.343302853
randomly_missing_50,lisi_b,ItClust,0.30239397
randomly_missing_70,lisi_b,scDREAMER,0.33854586
randomly_missing_70,lisi_b,ItClust,0.307791661
full_annotated_supervised,lisi_f1,scDREAMER,0.506103413
full_annotated_supervised,lisi_f1,ItClust,0.437328976
CellAssign,lisi_f1,scDREAMER,0.493639919
CellAssign,lisi_f1,ItClust,0.486301083
Azimuth,lisi_f1,scDREAMER,0.478643724
Azimuth,lisi_f1,ItClust,0.443694023
singleR,lisi_f1,scDREAMER,0.490376573
singleR,lisi_f1,ItClust,0.465523091
partially_annotated_batches_70,lisi_f1,scDREAMER,0.333921646
partially_annotated_batches_70,lisi_f1,ItClust,0.274421632
partially_annotated_batches_50,lisi_f1,scDREAMER,0.301177493
partially_annotated_batches_50,lisi_f1,ItClust,0.263614167
partially_annotated_batches_30,lisi_f1,scDREAMER,0.308095227
partially_annotated_batches_30,lisi_f1,ItClust,0.300067368
mixing_at_edge_30,lisi_f1,scDREAMER,0.495559773
mixing_at_edge_30,lisi_f1,ItClust,0.489367444
mixing_at_edge_50,lisi_f1,scDREAMER,0.49536638
mixing_at_edge_50,lisi_f1,ItClust,0.467473739
mixing_at_edge_70,lisi_f1,scDREAMER,0.498286048
mixing_at_edge_70,lisi_f1,ItClust,0.474585833
randomly_missing_30,lisi_f1,scDREAMER,0.510685259
randomly_missing_30,lisi_f1,ItClust,0.458057005
randomly_missing_50,lisi_f1,scDREAMER,0.509750469
randomly_missing_50,lisi_f1,ItClust,0.462332094
randomly_missing_70,lisi_f1,scDREAMER,0.503982101
randomly_missing_70,lisi_f1,ItClust,0.464594995
full_annotated_supervised,kBET,scDREAMER,0.643240698
full_annotated_supervised,kBET,ItClust,0.48274105
CellAssign,kBET,scDREAMER,0.552729713
CellAssign,kBET,ItClust,0.447474094
Azimuth,kBET,scDREAMER,0.513689721
Azimuth,kBET,ItClust,0.488783748
singleR,kBET,scDREAMER,0.561792727
singleR,kBET,ItClust,0.258803094
partially_annotated_batches_70,kBET,scDREAMER,0.171349931
partially_annotated_batches_70,kBET,ItClust,0.105389995
partially_annotated_batches_50,kBET,scDREAMER,0.070883672
partially_annotated_batches_50,kBET,ItClust,0.132416107
partially_annotated_batches_30,kBET,scDREAMER,0.117539358
partially_annotated_batches_30,kBET,ItClust,0.184871319
mixing_at_edge_30,kBET,scDREAMER,0.599876468
mixing_at_edge_30,kBET,ItClust,0.480182373
mixing_at_edge_50,kBET,scDREAMER,0.59019022
mixing_at_edge_50,kBET,ItClust,0.491595441
mixing_at_edge_70,kBET,scDREAMER,0.602350759
mixing_at_edge_70,kBET,ItClust,0.540698721
randomly_missing_30,kBET,scDREAMER,0.644533586
randomly_missing_30,kBET,ItClust,0.536147767
randomly_missing_50,kBET,scDREAMER,0.639743738
randomly_missing_50,kBET,ItClust,0.545725414
randomly_missing_70,kBET,scDREAMER,0.609425701
randomly_missing_70,kBET,ItClust,0.376688639
azimuth_fuzzy,NMI_cluster/label,scANVI,0.805986
azimuth_fuzzy,ARI_cluster/label,scANVI,0.822557
azimuth_fuzzy,ASW_label,scANVI,0.620309
azimuth_fuzzy,ASW_label/batch,scANVI,0.861021
azimuth_fuzzy,isolated_label_F1,scANVI,0.806905
azimuth_fuzzy,isolated_label_silhouette,scANVI,0.623035
azimuth_fuzzy,graph_conn,scANVI,0.960221
azimuth_fuzzy,NMI_cluster/label,scGEN,0.756187
azimuth_fuzzy,ARI_cluster/label,scGEN,0.726405
azimuth_fuzzy,ASW_label,scGEN,0.560336
azimuth_fuzzy,ASW_label/batch,scGEN,0.899126
azimuth_fuzzy,isolated_label_F1,scGEN,0.628909
azimuth_fuzzy,isolated_label_silhouette,scGEN,0.521296
azimuth_fuzzy,graph_conn,scGEN,0.91484
azimuth_fuzzy,NMI_cluster/label,STACAS,0.812485
azimuth_fuzzy,ARI_cluster/label,STACAS,0.772083
azimuth_fuzzy,ASW_label,STACAS,0.600753
azimuth_fuzzy,ASW_label/batch,STACAS,0.896381
azimuth_fuzzy,isolated_label_F1,STACAS,0.842332
azimuth_fuzzy,isolated_label_silhouette,STACAS,0.648915
azimuth_fuzzy,graph_conn,STACAS,0.967906
azimuth_fuzzy,lisi_c,scANVI,0.989668
azimuth_fuzzy,lisi_c,scGEN,0.983183
azimuth_fuzzy,lisi_c,STACAS,0.988646
azimuth_fuzzy,lisi_b,scANVI,0.270163
azimuth_fuzzy,lisi_b,scGEN,0.249597
azimuth_fuzzy,lisi_b,STACAS,0.280479
azimuth_fuzzy,lisi_f1,scANVI,0.424457
azimuth_fuzzy,lisi_f1,scGEN,0.398124
azimuth_fuzzy,lisi_f1,STACAS,0.436985
azimuth_fuzzy,pos_rate,scANVI,0.917239
azimuth_fuzzy,pos_rate,scGEN,0.904614
azimuth_fuzzy,pos_rate,STACAS,0.914463
azimuth_fuzzy,truepos_rate,scANVI,0.159554
azimuth_fuzzy,truepos_rate,scGEN,0.255477
azimuth_fuzzy,truepos_rate,STACAS,0.145616
azimuth_fuzzy,lisi_c,scDREAMER,0.983778
azimuth_fuzzy,lisi_c,ItClust,0.974845
azimuth_fuzzy,lisi_b,scDREAMER,0.326237
azimuth_fuzzy,lisi_b,ItClust,0.308377
azimuth_fuzzy,lisi_f1,scDREAMER,0.489986
azimuth_fuzzy,lisi_f1,ItClust,0.468539
azimuth_fuzzy,pos_rate,scDREAMER,0.890766
azimuth_fuzzy,pos_rate,ItClust,0.815496
azimuth_fuzzy,truepos_rate,scDREAMER,0.611055
azimuth_fuzzy,truepos_rate,ItClust,0.318391
azimuth_fuzzy,NMI_cluster/label,scDREAMER,0.776652
azimuth_fuzzy,ARI_cluster/label,scDREAMER,0.789651
azimuth_fuzzy,ASW_label,scDREAMER,0.59391
azimuth_fuzzy,ASW_label/batch,scDREAMER,0.903836
azimuth_fuzzy,isolated_label_F1,scDREAMER,0.642113
azimuth_fuzzy,isolated_label_silhouette,scDREAMER,0.569984
azimuth_fuzzy,graph_conn,scDREAMER,0.957059
azimuth_fuzzy,NMI_cluster/label,ItClust,0.721547
azimuth_fuzzy,ARI_cluster/label,ItClust,0.651428
azimuth_fuzzy,ASW_label,ItClust,0.765234
azimuth_fuzzy,ASW_label/batch,ItClust,0.513863
azimuth_fuzzy,isolated_label_F1,ItClust,0.417323
azimuth_fuzzy,isolated_label_silhouette,ItClust,0.263762
azimuth_fuzzy,graph_conn,ItClust,0.817864
azimuth_fuzzy,kBET,scDREAMER,0.547875
azimuth_fuzzy,kBET,ItClust,0.477027
azimuth_fuzzy,kBET,scANVI,0.253023
azimuth_fuzzy,kBET,scGEN,0.35737
azimuth_fuzzy,kBET,STACAS,0.279345
missing_and_mixing_at_edge_70,NMI_cluster/label,scANVI,0.824004472
missing_and_mixing_at_edge_70,ARI_cluster/label,scANVI,0.832121124
missing_and_mixing_at_edge_70,ASW_label,scANVI,0.624157103
missing_and_mixing_at_edge_70,ASW_label/batch,scANVI,0.865673112
missing_and_mixing_at_edge_70,isolated_label_F1,scANVI,0.831505878
missing_and_mixing_at_edge_70,isolated_label_silhouette,scANVI,0.669478159
missing_and_mixing_at_edge_70,graph_conn,scANVI,0.970895932
missing_and_mixing_at_edge_70,NMI_cluster/label,scGEN,0.768631993
missing_and_mixing_at_edge_70,ARI_cluster/label,scGEN,0.750351379
missing_and_mixing_at_edge_70,ASW_label,scGEN,0.564279063
missing_and_mixing_at_edge_70,ASW_label/batch,scGEN,0.919031377
missing_and_mixing_at_edge_70,isolated_label_F1,scGEN,0.774358913
missing_and_mixing_at_edge_70,isolated_label_silhouette,scGEN,0.594183666
missing_and_mixing_at_edge_70,graph_conn,scGEN,0.949669627
missing_and_mixing_at_edge_70,NMI_cluster/label,STACAS,0.79981311
missing_and_mixing_at_edge_70,ARI_cluster/label,STACAS,0.645476636
missing_and_mixing_at_edge_70,ASW_label,STACAS,0.600690562
missing_and_mixing_at_edge_70,ASW_label/batch,STACAS,0.89780313
missing_and_mixing_at_edge_70,isolated_label_F1,STACAS,0.849966826
missing_and_mixing_at_edge_70,isolated_label_silhouette,STACAS,0.64958816
missing_and_mixing_at_edge_70,graph_conn,STACAS,0.968781233
missing_and_mixing_at_edge_70,NMI_cluster/label,scDREAMER,0.795183708
missing_and_mixing_at_edge_70,ARI_cluster/label,scDREAMER,0.803736153
missing_and_mixing_at_edge_70,ASW_label,scDREAMER,0.620585424
missing_and_mixing_at_edge_70,ASW_label/batch,scDREAMER,0.895452265
missing_and_mixing_at_edge_70,isolated_label_F1,scDREAMER,0.83696866
missing_and_mixing_at_edge_70,isolated_label_silhouette,scDREAMER,0.626225463
missing_and_mixing_at_edge_70,graph_conn,scDREAMER,0.968530992
missing_and_mixing_at_edge_70,NMI_cluster/label,ItClust,0.703956509
