type,metric,method,score
randomly_missing_70,truepos_rate,STACAS,0.081316653
unsupervised,truepos_rate,scVI,0.083299152
unsupervised,truepos_rate,Harmony,0.091981132
unsupervised,truepos_rate,scCRAFT,0.335999453
unsupervised,truepos_rate,Seurat,0.111122505
full_annotated_supervised,kBET,scANVI,0.404588627
full_annotated_supervised,kBET,scGEN,0.411642179
full_annotated_supervised,kBET,STACAS,0.474569455
CellAssign,kBET,scANVI,0.415035956
CellAssign,kBET,scGEN,0.340116101
CellAssign,kBET,STACAS,0.459714398
Azimuth,kBET,scANVI,0.423505676
Azimuth,kBET,scGEN,0.495095434
Azimuth,kBET,STACAS,0.475212111
singleR,kBET,scANVI,0.46710899
singleR,kBET,scGEN,0.435718613
singleR,kBET,STACAS,0.448937025
partially_annotated_batches_70,kBET,scANVI,0.455791901
partially_annotated_batches_70,kBET,scGEN,0.244765995
partially_annotated_batches_70,kBET,STACAS,0.466449903
partially_annotated_batches_50,kBET,scANVI,0.4073988
partially_annotated_batches_50,kBET,scGEN,0.246689229
partially_annotated_batches_50,kBET,STACAS,0.466145238
partially_annotated_batches_30,kBET,scANVI,0.400961099
partially_annotated_batches_30,kBET,scGEN,0.308784222
partially_annotated_batches_30,kBET,STACAS,0.459907986
mixing_at_edge_30,kBET,scANVI,0.450078699
mixing_at_edge_30,kBET,scGEN,0.530863677
mixing_at_edge_30,kBET,STACAS,0.482297474
mixing_at_edge_50,kBET,scANVI,0.435177721
mixing_at_edge_50,kBET,scGEN,0.556590921
mixing_at_edge_50,kBET,STACAS,0.468421725
mixing_at_edge_70,kBET,scANVI,0.431021379
mixing_at_edge_70,kBET,scGEN,0.550840813
mixing_at_edge_70,kBET,STACAS,0.46410618
randomly_missing_30,kBET,scANVI,0.409208833
randomly_missing_30,kBET,scGEN,0.457894606
randomly_missing_30,kBET,STACAS,0.476985422
randomly_missing_50,kBET,scANVI,0.426701564
randomly_missing_50,kBET,scGEN,0.378887623
randomly_missing_50,kBET,STACAS,0.468171611
randomly_missing_70,kBET,scANVI,0.403190799
randomly_missing_70,kBET,scGEN,0.307155131
randomly_missing_70,kBET,STACAS,0.476301801
unsupervised,kBET,scVI,0.476835
unsupervised,kBET,Harmony,0.510313
unsupervised,kBET,scCRAFT,0.746334
unsupervised,kBET,Seurat,0.559978
full_annotated_supervised,NMI_cluster/label,scDREAMER,0.982878547
full_annotated_supervised,ARI_cluster/label,scDREAMER,0.988567425
full_annotated_supervised,ASW_label,scDREAMER,0.620417028
full_annotated_supervised,ASW_label/batch,scDREAMER,0.883093061
full_annotated_supervised,isolated_label_F1,scDREAMER,0.982332155
full_annotated_supervised,isolated_label_silhouette,scDREAMER,0.602293115
full_annotated_supervised,graph_conn,scDREAMER,0.999783083
full_annotated_supervised,NMI_cluster/label,ItClust,0.908394897
full_annotated_supervised,ARI_cluster/label,ItClust,0.757116108
full_annotated_supervised,ASW_label,ItClust,0.824224758
full_annotated_supervised,ASW_label/batch,ItClust,0.696893468
full_annotated_supervised,isolated_label_F1,ItClust,0.998819362
full_annotated_supervised,isolated_label_silhouette,ItClust,0.980417334
full_annotated_supervised,graph_conn,ItClust,0.983197253
Azimuth,NMI_cluster/label,scDREAMER,0.704679489
Azimuth,ARI_cluster/label,scDREAMER,0.57640585
Azimuth,ASW_label,scDREAMER,0.549513422
Azimuth,ASW_label/batch,scDREAMER,0.888413139
Azimuth,isolated_label_F1,scDREAMER,0.216187714
Azimuth,isolated_label_silhouette,scDREAMER,0.54122068
Azimuth,graph_conn,scDREAMER,0.936286973
Azimuth,NMI_cluster/label,ItClust,0.703821761
Azimuth,ARI_cluster/label,ItClust,0.57359324
Azimuth,ASW_label,ItClust,0.585237082
Azimuth,ASW_label/batch,ItClust,0.432472762
Azimuth,isolated_label_F1,ItClust,0.217160213
Azimuth,isolated_label_silhouette,ItClust,0.890019408
Azimuth,graph_conn,ItClust,0.788399138
partially_annotated_batches_70,NMI_cluster/label,scDREAMER,0.605912658
partially_annotated_batches_70,ARI_cluster/label,scDREAMER,0.388021529
partially_annotated_batches_70,ASW_label,scDREAMER,0.507672243
partially_annotated_batches_70,ASW_label/batch,scDREAMER,0.907226051
partially_annotated_batches_70,isolated_label_F1,scDREAMER,0.299687825
partially_annotated_batches_70,isolated_label_silhouette,scDREAMER,0.585550337
partially_annotated_batches_70,graph_conn,scDREAMER,0.895594772
partially_annotated_batches_70,NMI_cluster/label,ItClust,0.335298691
partially_annotated_batches_70,ARI_cluster/label,ItClust,0.148803134
partially_annotated_batches_70,ASW_label,ItClust,0.124086714
partially_annotated_batches_70,ASW_label/batch,ItClust,0.568457408
partially_annotated_batches_70,isolated_label_F1,ItClust,0.066269052
partially_annotated_batches_70,isolated_label_silhouette,ItClust,0.936195136
partially_annotated_batches_70,graph_conn,ItClust,0.473249898
partially_annotated_batches_50,NMI_cluster/label,scDREAMER,0.660352157
partially_annotated_batches_50,ARI_cluster/label,scDREAMER,0.388781521
partially_annotated_batches_50,ASW_label,scDREAMER,0.514500383
partially_annotated_batches_50,ASW_label/batch,scDREAMER,0.893876104
partially_annotated_batches_50,isolated_label_F1,scDREAMER,0.648648649
partially_annotated_batches_50,isolated_label_silhouette,scDREAMER,0.511743096
partially_annotated_batches_50,graph_conn,scDREAMER,0.897965133
partially_annotated_batches_50,NMI_cluster/label,ItClust,0.482059202
partially_annotated_batches_50,ARI_cluster/label,ItClust,0.207494319
partially_annotated_batches_50,ASW_label,ItClust,0.316021467
partially_annotated_batches_50,ASW_label/batch,ItClust,0.638923128
partially_annotated_batches_50,isolated_label_F1,ItClust,0.647527911
partially_annotated_batches_50,isolated_label_silhouette,ItClust,0.374561927
partially_annotated_batches_50,graph_conn,ItClust,0.612656528
partially_annotated_batches_30,NMI_cluster/label,scDREAMER,0.808848931
partially_annotated_batches_30,ARI_cluster/label,scDREAMER,0.612526534
partially_annotated_batches_30,ASW_label,scDREAMER,0.544167108
partially_annotated_batches_30,ASW_label/batch,scDREAMER,0.898315946
partially_annotated_batches_30,isolated_label_F1,scDREAMER,0.875491481
partially_annotated_batches_30,isolated_label_silhouette,scDREAMER,0.567317774
partially_annotated_batches_30,graph_conn,scDREAMER,0.933069405
partially_annotated_batches_30,NMI_cluster/label,ItClust,0.677566788
partially_annotated_batches_30,ARI_cluster/label,ItClust,0.345783576
partially_annotated_batches_30,ASW_label,ItClust,0.602073125
partially_annotated_batches_30,ASW_label/batch,ItClust,0.660065915
partially_annotated_batches_30,isolated_label_F1,ItClust,0.875324675
partially_annotated_batches_30,isolated_label_silhouette,ItClust,0.720930857
partially_annotated_batches_30,graph_conn,ItClust,0.791557838
randomly_missing_30,NMI_cluster/label,scDREAMER,0.865572742
randomly_missing_30,ARI_cluster/label,scDREAMER,0.880195983
randomly_missing_30,ASW_label,scDREAMER,0.605186007
randomly_missing_30,ASW_label/batch,scDREAMER,0.889359356
randomly_missing_30,isolated_label_F1,scDREAMER,0.95
randomly_missing_30,isolated_label_silhouette,scDREAMER,0.593495275
randomly_missing_30,graph_conn,scDREAMER,0.971337035
randomly_missing_30,NMI_cluster/label,ItClust,0.70311235
randomly_missing_30,ARI_cluster/label,ItClust,0.468401139
randomly_missing_30,ASW_label,ItClust,0.644061482
randomly_missing_30,ASW_label/batch,ItClust,0.399138847
randomly_missing_30,isolated_label_F1,ItClust,0.837209302
randomly_missing_30,isolated_label_silhouette,ItClust,0.699349533
randomly_missing_30,graph_conn,ItClust,0.76045714
randomly_missing_50,NMI_cluster/label,scDREAMER,0.768958551
randomly_missing_50,ARI_cluster/label,scDREAMER,0.767971845
randomly_missing_50,ASW_label,scDREAMER,0.588044626
randomly_missing_50,ASW_label/batch,scDREAMER,0.893866367
randomly_missing_50,isolated_label_F1,scDREAMER,0.890214797
randomly_missing_50,isolated_label_silhouette,scDREAMER,0.577980973
randomly_missing_50,graph_conn,scDREAMER,0.946112338
randomly_missing_50,NMI_cluster/label,ItClust,0.61821642
randomly_missing_50,ARI_cluster/label,ItClust,0.399221716
randomly_missing_50,ASW_label,ItClust,0.530687747
randomly_missing_50,ASW_label/batch,ItClust,0.447425871
randomly_missing_50,isolated_label_F1,ItClust,0.656101426
randomly_missing_50,isolated_label_silhouette,ItClust,0.497011962
randomly_missing_50,graph_conn,ItClust,0.574647687
randomly_missing_70,NMI_cluster/label,scDREAMER,0.696843471
randomly_missing_70,ARI_cluster/label,scDREAMER,0.643127788
randomly_missing_70,ASW_label,scDREAMER,0.566668324
randomly_missing_70,ASW_label/batch,scDREAMER,0.889076458
randomly_missing_70,isolated_label_F1,scDREAMER,0.796068796
randomly_missing_70,isolated_label_silhouette,scDREAMER,0.550644033
randomly_missing_70,graph_conn,scDREAMER,0.931090888
randomly_missing_70,NMI_cluster/label,ItClust,0.440684573
randomly_missing_70,ARI_cluster/label,ItClust,0.243511213
randomly_missing_70,ASW_label,ItClust,0.465467766
randomly_missing_70,ASW_label/batch,ItClust,0.369244969
randomly_missing_70,isolated_label_F1,ItClust,0.420856611
randomly_missing_70,isolated_label_silhouette,ItClust,0.459017807
randomly_missing_70,graph_conn,ItClust,0.574719855
CellAssign,NMI_cluster/label,scDREAMER,0.555001858
CellAssign,ARI_cluster/label,scDREAMER,0.407990854
CellAssign,ASW_label,scDREAMER,0.537259547
CellAssign,ASW_label/batch,scDREAMER,0.89643398
CellAssign,isolated_label_F1,scDREAMER,0.263736264
CellAssign,isolated_label_silhouette,scDREAMER,0.556097474
CellAssign,graph_conn,scDREAMER,0.913287922
CellAssign,NMI_cluster/label,ItClust,0.2347633
CellAssign,ARI_cluster/label,ItClust,0.149930655
CellAssign,ASW_label,ItClust,0.274317116
CellAssign,ASW_label/batch,ItClust,0.44102069
CellAssign,isolated_label_F1,ItClust,0.056318681
CellAssign,isolated_label_silhouette,ItClust,0.236089871
CellAssign,graph_conn,ItClust,0.358663627
singleR,NMI_cluster/label,scDREAMER,0.558690077
singleR,ARI_cluster/label,scDREAMER,0.477094493
singleR,ASW_label,scDREAMER,0.534265315
singleR,ASW_label/batch,scDREAMER,0.890946658
singleR,isolated_label_F1,scDREAMER,0.06227758
singleR,isolated_label_silhouette,scDREAMER,0.458923145
singleR,graph_conn,scDREAMER,0.91153846
singleR,NMI_cluster/label,ItClust,0.494015577
singleR,ARI_cluster/label,ItClust,0.361183459
singleR,ASW_label,ItClust,0.456278301
singleR,ASW_label/batch,ItClust,0.447460294
singleR,isolated_label_F1,ItClust,0.115163148
singleR,isolated_label_silhouette,ItClust,0.180778069
singleR,graph_conn,ItClust,0.668959237
mixing_at_edge_30,NMI_cluster/label,scDREAMER,0.773788305
mixing_at_edge_30,ARI_cluster/label,scDREAMER,0.694391911
mixing_at_edge_30,ASW_label,scDREAMER,0.61147152
mixing_at_edge_30,ASW_label/batch,scDREAMER,0.858238394
mixing_at_edge_30,isolated_label_F1,scDREAMER,0.830769231
mixing_at_edge_30,isolated_label_silhouette,scDREAMER,0.682456441
mixing_at_edge_30,graph_conn,scDREAMER,0.957119216
mixing_at_edge_30,NMI_cluster/label,ItClust,0.759930694
mixing_at_edge_30,ARI_cluster/label,ItClust,0.697934183
mixing_at_edge_30,ASW_label,ItClust,0.766062302
mixing_at_edge_30,ASW_label/batch,ItClust,0.494010613
mixing_at_edge_30,isolated_label_F1,ItClust,0.59030837
mixing_at_edge_30,isolated_label_silhouette,ItClust,0.371213262
mixing_at_edge_30,graph_conn,ItClust,0.819621401
mixing_at_edge_50,NMI_cluster/label,scDREAMER,0.804396984
mixing_at_edge_50,ARI_cluster/label,scDREAMER,0.765734284
mixing_at_edge_50,ASW_label,scDREAMER,0.619710274
mixing_at_edge_50,ASW_label/batch,scDREAMER,0.859982788
mixing_at_edge_50,isolated_label_F1,scDREAMER,0.864600326
mixing_at_edge_50,isolated_label_silhouette,scDREAMER,0.687002221
mixing_at_edge_50,graph_conn,scDREAMER,0.955867774
mixing_at_edge_50,NMI_cluster/label,ItClust,0.784301204
mixing_at_edge_50,ARI_cluster/label,ItClust,0.72933905
mixing_at_edge_50,ASW_label,ItClust,0.78941883
mixing_at_edge_50,ASW_label/batch,ItClust,0.487244366
mixing_at_edge_50,isolated_label_F1,ItClust,0.73100616
mixing_at_edge_50,isolated_label_silhouette,ItClust,0.482775684
mixing_at_edge_50,graph_conn,ItClust,0.868668839
mixing_at_edge_70,NMI_cluster/label,scDREAMER,0.844505766
mixing_at_edge_70,ARI_cluster/label,scDREAMER,0.832400273
mixing_at_edge_70,ASW_label,scDREAMER,0.633650609
mixing_at_edge_70,ASW_label/batch,scDREAMER,0.862012935
mixing_at_edge_70,isolated_label_F1,scDREAMER,0.872154116
mixing_at_edge_70,isolated_label_silhouette,scDREAMER,0.701895307
mixing_at_edge_70,graph_conn,scDREAMER,0.959316212
mixing_at_edge_70,NMI_cluster/label,ItClust,0.820325988
mixing_at_edge_70,ARI_cluster/label,ItClust,0.767903141
mixing_at_edge_70,ASW_label,ItClust,0.818247543
mixing_at_edge_70,ASW_label/batch,ItClust,0.505307811
mixing_at_edge_70,isolated_label_F1,ItClust,0.885245902
mixing_at_edge_70,isolated_label_silhouette,ItClust,0.743003881
mixing_at_edge_70,graph_conn,ItClust,0.920028256
full_annotated_supervised,pos_rate,scDREAMER,0.992514356
full_annotated_supervised,pos_rate,ItClust,0.90374624
Azimuth,pos_rate,scDREAMER,0.752631939
Azimuth,pos_rate,ItClust,0.760322669
partially_annotated_batches_70,pos_rate,scDREAMER,0.648414001
partially_annotated_batches_70,pos_rate,ItClust,0.40774542
partially_annotated_batches_50,pos_rate,scDREAMER,0.757417282
partially_annotated_batches_50,pos_rate,ItClust,0.581931911
partially_annotated_batches_30,pos_rate,scDREAMER,0.888672409
partially_annotated_batches_30,pos_rate,ItClust,0.753076292
randomly_missing_30,pos_rate,scDREAMER,0.937312004
randomly_missing_30,pos_rate,ItClust,0.829299973
randomly_missing_50,pos_rate,scDREAMER,0.883271807
randomly_missing_50,pos_rate,ItClust,0.804655455
randomly_missing_70,pos_rate,scDREAMER,0.806261963
randomly_missing_70,pos_rate,ItClust,0.652515723
CellAssign,pos_rate,scDREAMER,0.674699207
CellAssign,pos_rate,ItClust,0.225902379
singleR,pos_rate,scDREAMER,0.639185124
singleR,pos_rate,ItClust,0.514185124
mixing_at_edge_30,pos_rate,scDREAMER,0.817234072
mixing_at_edge_30,pos_rate,ItClust,0.817268253
mixing_at_edge_50,pos_rate,scDREAMER,0.860370522
mixing_at_edge_50,pos_rate,ItClust,0.848031173
mixing_at_edge_70,pos_rate,scDREAMER,0.914649986
mixing_at_edge_70,pos_rate,ItClust,0.880127153
full_annotated_supervised,truepos_rate,scDREAMER,0.627495215
full_annotated_supervised,truepos_rate,ItClust,0.41075335
Azimuth,truepos_rate,scDREAMER,0.301339896
Azimuth,truepos_rate,ItClust,0.217938201
partially_annotated_batches_70,truepos_rate,scDREAMER,0.03407848
partially_annotated_batches_70,truepos_rate,ItClust,0.033189773
partially_annotated_batches_50,truepos_rate,scDREAMER,0.068635494
partially_annotated_batches_50,truepos_rate,ItClust,0.038043478
partially_annotated_batches_30,truepos_rate,scDREAMER,0.096869018
partially_annotated_batches_30,truepos_rate,ItClust,0.056603774
randomly_missing_30,truepos_rate,scDREAMER,0.579129068
randomly_missing_30,truepos_rate,ItClust,0.442883511
randomly_missing_50,truepos_rate,scDREAMER,0.530933826
randomly_missing_50,truepos_rate,ItClust,0.419742959
randomly_missing_70,truepos_rate,scDREAMER,0.4699207
randomly_missing_70,truepos_rate,ItClust,0.333982773
CellAssign,truepos_rate,scDREAMER,0.272525294
CellAssign,truepos_rate,ItClust,0.061696746
singleR,truepos_rate,scDREAMER,0.302638775
singleR,truepos_rate,ItClust,0.182355756
mixing_at_edge_30,truepos_rate,scDREAMER,0.308449549
mixing_at_edge_30,truepos_rate,ItClust,0.369599398
mixing_at_edge_50,truepos_rate,scDREAMER,0.328992343
mixing_at_edge_50,truepos_rate,ItClust,0.329163249
mixing_at_edge_70,truepos_rate,scDREAMER,0.368881597
mixing_at_edge_70,truepos_rate,ItClust,0.376367241
full_annotated_supervised,kBET,scDREAMER,0.795383218
full_annotated_supervised,kBET,ItClust,0.719393143
singleR,kBET,scDREAMER,0.73600701
singleR,kBET,ItClust,0.524382085
partially_annotated_batches_70,kBET,scDREAMER,0.47705528
partially_annotated_batches_70,kBET,ItClust,0.415231332
partially_annotated_batches_50,kBET,scDREAMER,0.368580149
partially_annotated_batches_50,kBET,ItClust,0.36714148
partially_annotated_batches_30,kBET,scDREAMER,0.380244295
partially_annotated_batches_30,kBET,ItClust,0.426591123
mixing_at_edge_30,kBET,scDREAMER,0.659307167
mixing_at_edge_30,kBET,ItClust,0.756849739
mixing_at_edge_50,kBET,scDREAMER,0.662583403
mixing_at_edge_50,kBET,ItClust,0.713783615
mixing_at_edge_70,kBET,scDREAMER,0.672157871
mixing_at_edge_70,kBET,ItClust,0.721399516
randomly_missing_30,kBET,scDREAMER,0.802436605
randomly_missing_30,kBET,ItClust,0.693548731
randomly_missing_50,kBET,scDREAMER,0.809896836
randomly_missing_50,kBET,ItClust,0.692964297
randomly_missing_70,kBET,scDREAMER,0.797241316
randomly_missing_70,kBET,ItClust,0.707348054
CellAssign,kBET,scDREAMER,0.693736354
CellAssign,kBET,ItClust,0.396256647
Azimuth,kBET,scDREAMER,0.703176719
Azimuth,kBET,ItClust,0.592005911
full_annotated_supervised,lisi_c,scDREAMER,0.996495273
full_annotated_supervised,lisi_c,ItClust,0.988617406
CellAssign,lisi_c,scDREAMER,0.95193596
CellAssign,lisi_c,ItClust,0.85755986
Azimuth,lisi_c,scDREAMER,0.966915739
Azimuth,lisi_c,ItClust,0.969430267
singleR,lisi_c,scDREAMER,0.949076529
singleR,lisi_c,ItClust,0.929255803
partially_annotated_batches_70,lisi_c,scDREAMER,0.95156552
partially_annotated_batches_70,lisi_c,ItClust,0.888248015
partially_annotated_batches_50,lisi_c,scDREAMER,0.965505554
partially_annotated_batches_50,lisi_c,ItClust,0.925878399
partially_annotated_batches_30,lisi_c,scDREAMER,0.984186582
partially_annotated_batches_30,lisi_c,ItClust,0.961744587
mixing_at_edge_30,lisi_c,scDREAMER,0.976453099
mixing_at_edge_30,lisi_c,ItClust,0.977377011
mixing_at_edge_50,lisi_c,scDREAMER,0.980634288
mixing_at_edge_50,lisi_c,ItClust,0.98061253
mixing_at_edge_70,lisi_c,scDREAMER,0.987763404
mixing_at_edge_70,lisi_c,ItClust,0.984987745
randomly_missing_30,lisi_c,scDREAMER,0.989621275
randomly_missing_30,lisi_c,ItClust,0.976343084
randomly_missing_50,lisi_c,scDREAMER,0.981753842
randomly_missing_50,lisi_c,ItClust,0.97165025
randomly_missing_70,lisi_c,scDREAMER,0.971025055
randomly_missing_70,lisi_c,ItClust,0.939394042
full_annotated_supervised,lisi_b,scDREAMER,0.238523396
full_annotated_supervised,lisi_b,ItClust,0.207797144
CellAssign,lisi_b,scDREAMER,0.217315936
CellAssign,lisi_b,ItClust,0.206145247
Azimuth,lisi_b,scDREAMER,0.216010211
Azimuth,lisi_b,ItClust,0.201691827
singleR,lisi_b,scDREAMER,0.221924477
singleR,lisi_b,ItClust,0.214427817
partially_annotated_batches_70,lisi_b,scDREAMER,0.139929713
partially_annotated_batches_70,lisi_b,ItClust,0.151558827
partially_annotated_batches_50,lisi_b,scDREAMER,0.116016379
partially_annotated_batches_50,lisi_b,ItClust,0.102098635
partially_annotated_batches_30,lisi_b,scDREAMER,0.13446476
partially_annotated_batches_30,lisi_b,ItClust,0.115187103
mixing_at_edge_30,lisi_b,scDREAMER,0.212961976
mixing_at_edge_30,lisi_b,ItClust,0.234895696
mixing_at_edge_50,lisi_b,scDREAMER,0.214145971
mixing_at_edge_50,lisi_b,ItClust,0.215795934
mixing_at_edge_70,lisi_b,scDREAMER,0.213915529
mixing_at_edge_70,lisi_b,ItClust,0.220161734
randomly_missing_30,lisi_b,scDREAMER,0.238021105
randomly_missing_30,lisi_b,ItClust,0.218913422
randomly_missing_50,lisi_b,scDREAMER,0.237191363
randomly_missing_50,lisi_b,ItClust,0.21989343
randomly_missing_70,lisi_b,scDREAMER,0.236394213
randomly_missing_70,lisi_b,ItClust,0.224593319
full_annotated_supervised,lisi_f1,scDREAMER,0.384913107
full_annotated_supervised,lisi_f1,ItClust,0.34341253
CellAssign,lisi_f1,scDREAMER,0.353851646
CellAssign,lisi_f1,ItClust,0.332388908
Azimuth,lisi_f1,scDREAMER,0.353130596
Azimuth,lisi_f1,ItClust,0.333912515
singleR,lisi_f1,scDREAMER,0.359732078
singleR,lisi_f1,ItClust,0.348450025
partially_annotated_batches_70,lisi_f1,scDREAMER,0.243981442
partially_annotated_batches_70,lisi_f1,ItClust,0.258936222
partially_annotated_batches_50,lisi_f1,scDREAMER,0.207142278
partially_annotated_batches_50,lisi_f1,ItClust,0.183916406
partially_annotated_batches_30,lisi_f1,scDREAMER,0.236603503
partially_annotated_batches_30,lisi_f1,ItClust,0.205733705
mixing_at_edge_30,lisi_f1,scDREAMER,0.349663268
mixing_at_edge_30,lisi_f1,ItClust,0.378762389
mixing_at_edge_50,lisi_f1,scDREAMER,0.351527204
mixing_at_edge_50,lisi_f1,ItClust,0.353745737
mixing_at_edge_70,lisi_f1,scDREAMER,0.351671191
mixing_at_edge_70,lisi_f1,ItClust,0.35988334
randomly_missing_30,lisi_f1,scDREAMER,0.383744897
randomly_missing_30,lisi_f1,ItClust,0.357638054
randomly_missing_50,lisi_f1,scDREAMER,0.38207383
randomly_missing_50,lisi_f1,ItClust,0.358626393
randomly_missing_70,lisi_f1,scDREAMER,0.380223688
randomly_missing_70,lisi_f1,ItClust,0.362515321
missing_and_mixing_at_edge_70,NMI_cluster/label,scANVI,0.771746731
missing_and_mixing_at_edge_70,ARI_cluster/label,scANVI,0.582110589
missing_and_mixing_at_edge_70,ASW_label,scANVI,0.623304195
missing_and_mixing_at_edge_70,ASW_label/batch,scANVI,0.875971558
missing_and_mixing_at_edge_70,isolated_label_F1,scANVI,0.8448
missing_and_mixing_at_edge_70,isolated_label_silhouette,scANVI,0.650239404
missing_and_mixing_at_edge_70,graph_conn,scANVI,0.974195436
missing_and_mixing_at_edge_70,NMI_cluster/label,scGEN,0.708930362
missing_and_mixing_at_edge_70,ARI_cluster/label,scGEN,0.63703636
missing_and_mixing_at_edge_70,ASW_label,scGEN,0.578688105
missing_and_mixing_at_edge_70,ASW_label/batch,scGEN,0.846314384
missing_and_mixing_at_edge_70,isolated_label_F1,scGEN,0.47418738
missing_and_mixing_at_edge_70,isolated_label_silhouette,scGEN,0.454916869
missing_and_mixing_at_edge_70,graph_conn,scGEN,0.899324201
missing_and_mixing_at_edge_70,NMI_cluster/label,STACAS,0.762452626
missing_and_mixing_at_edge_70,ARI_cluster/label,STACAS,0.636010736
missing_and_mixing_at_edge_70,ASW_label,STACAS,0.58999137
missing_and_mixing_at_edge_70,ASW_label/batch,STACAS,0.837948867
missing_and_mixing_at_edge_70,isolated_label_F1,STACAS,0.781740371
missing_and_mixing_at_edge_70,isolated_label_silhouette,STACAS,0.606104119
missing_and_mixing_at_edge_70,graph_conn,STACAS,0.961824518
missing_and_mixing_at_edge_70,NMI_cluster/label,scDREAMER,0.740079485
missing_and_mixing_at_edge_70,ARI_cluster/label,scDREAMER,0.645906736
missing_and_mixing_at_edge_70,ASW_label,scDREAMER,0.600114941
missing_and_mixing_at_edge_70,ASW_label/batch,scDREAMER,0.863202471
missing_and_mixing_at_edge_70,isolated_label_F1,scDREAMER,0.824675325
missing_and_mixing_at_edge_70,isolated_label_silhouette,scDREAMER,0.658138881
missing_and_mixing_at_edge_70,graph_conn,scDREAMER,0.959309461
missing_and_mixing_at_edge_70,NMI_cluster/label,ItClust,0.694433366
missing_and_mixing_at_edge_70,ARI_cluster/label,ItClust,0.563930635
missing_and_mixing_at_edge_70,ASW_label,ItClust,0.734883225
missing_and_mixing_at_edge_70,ASW_label/batch,ItClust,0.476738501
missing_and_mixing_at_edge_70,isolated_label_F1,ItClust,0.192021636
missing_and_mixing_at_edge_70,isolated_label_silhouette,ItClust,0.234873953
missing_and_mixing_at_edge_70,graph_conn,ItClust,0.788496197
missing_and_mixing_at_edge_50,NMI_cluster/label,scANVI,0.766815412
missing_and_mixing_at_edge_50,ARI_cluster/label,scANVI,0.617861334
missing_and_mixing_at_edge_50,ASW_label,scANVI,0.620801331
missing_and_mixing_at_edge_50,ASW_label/batch,scANVI,0.876555781
missing_and_mixing_at_edge_50,isolated_label_F1,scANVI,0.748051948
missing_and_mixing_at_edge_50,isolated_label_silhouette,scANVI,0.654768283
missing_and_mixing_at_edge_50,graph_conn,scANVI,0.97440431
missing_and_mixing_at_edge_50,NMI_cluster/label,scGEN,0.716015965
missing_and_mixing_at_edge_50,ARI_cluster/label,scGEN,0.598859891
missing_and_mixing_at_edge_50,ASW_label,scGEN,0.579177573
missing_and_mixing_at_edge_50,ASW_label/batch,scGEN,0.842903918
missing_and_mixing_at_edge_50,isolated_label_F1,scGEN,0.482142857
missing_and_mixing_at_edge_50,isolated_label_silhouette,scGEN,0.457141583
missing_and_mixing_at_edge_50,graph_conn,scGEN,0.894466894
missing_and_mixing_at_edge_50,NMI_cluster/label,STACAS,0.768124959
missing_and_mixing_at_edge_50,ARI_cluster/label,STACAS,0.63219628
missing_and_mixing_at_edge_50,ASW_label,STACAS,0.590339636
missing_and_mixing_at_edge_50,ASW_label/batch,STACAS,0.84045423
missing_and_mixing_at_edge_50,isolated_label_F1,STACAS,0.815267176
missing_and_mixing_at_edge_50,isolated_label_silhouette,STACAS,0.599319038
missing_and_mixing_at_edge_50,graph_conn,STACAS,0.963874647
missing_and_mixing_at_edge_50,NMI_cluster/label,scDREAMER,0.780247243
missing_and_mixing_at_edge_50,ARI_cluster/label,scDREAMER,0.72965678
missing_and_mixing_at_edge_50,ASW_label,scDREAMER,0.614058908
missing_and_mixing_at_edge_50,ASW_label/batch,scDREAMER,0.85920457
missing_and_mixing_at_edge_50,isolated_label_F1,scDREAMER,0.848780488
missing_and_mixing_at_edge_50,isolated_label_silhouette,scDREAMER,0.676659236
missing_and_mixing_at_edge_50,graph_conn,scDREAMER,0.958353227
missing_and_mixing_at_edge_50,NMI_cluster/label,ItClust,0.736169064
missing_and_mixing_at_edge_50,ARI_cluster/label,ItClust,0.620996424
missing_and_mixing_at_edge_50,ASW_label,ItClust,0.7833839
missing_and_mixing_at_edge_50,ASW_label/batch,ItClust,0.447804147
missing_and_mixing_at_edge_50,isolated_label_F1,ItClust,0.603603604
missing_and_mixing_at_edge_50,isolated_label_silhouette,ItClust,0.393831557
missing_and_mixing_at_edge_50,graph_conn,ItClust,0.842177655
missing_and_mixing_at_edge_30,NMI_cluster/label,scANVI,0.815239368
missing_and_mixing_at_edge_30,ARI_cluster/label,scANVI,0.72345901
missing_and_mixing_at_edge_30,ASW_label,scANVI,0.653460066
missing_and_mixing_at_edge_30,ASW_label/batch,scANVI,0.876027593
missing_and_mixing_at_edge_30,isolated_label_F1,scANVI,0.916814159
missing_and_mixing_at_edge_30,isolated_label_silhouette,scANVI,0.727579553
missing_and_mixing_at_edge_30,graph_conn,scANVI,0.971636875
missing_and_mixing_at_edge_30,NMI_cluster/label,scGEN,0.829241869
missing_and_mixing_at_edge_30,ARI_cluster/label,scGEN,0.825733295
missing_and_mixing_at_edge_30,ASW_label,scGEN,0.60216163
missing_and_mixing_at_edge_30,ASW_label/batch,scGEN,0.820322458
missing_and_mixing_at_edge_30,isolated_label_F1,scGEN,0.740506329
missing_and_mixing_at_edge_30,isolated_label_silhouette,scGEN,0.518342036
missing_and_mixing_at_edge_30,graph_conn,scGEN,0.906376916
missing_and_mixing_at_edge_30,NMI_cluster/label,STACAS,0.768124959
