file_path,embedding_key,metric,score
unsupervised,scCRAFT,lisi_f1,0.382424
unsupervised,Seurat,lisi_f1,0.333082
full_annotated_supervised,scDREAMER,lisi_c,0.994044549
full_annotated_supervised,ItClust,lisi_c,0.999398835
partially_annotated_batches_70,scDREAMER,lisi_c,0.880088643
partially_annotated_batches_70,ItClust,lisi_c,0.954178353
partially_annotated_batches_50,scDREAMER,lisi_c,0.924356646
partially_annotated_batches_50,ItClust,lisi_c,0.990468962
partially_annotated_batches_30,scDREAMER,lisi_c,0.954658693
partially_annotated_batches_30,ItClust,lisi_c,0.9953885
mixing_at_edge_30,scDREAMER,lisi_c,0.989875422
mixing_at_edge_30,ItClust,lisi_c,0.999390336
mixing_at_edge_50,scDREAMER,lisi_c,0.99079137
mixing_at_edge_50,ItClust,lisi_c,0.99936568
mixing_at_edge_70,scDREAMER,lisi_c,0.993425624
mixing_at_edge_70,ItClust,lisi_c,0.999347595
randomly_missing_30,scDREAMER,lisi_c,0.945180345
randomly_missing_30,ItClust,lisi_c,0.993569639
randomly_missing_50,scDREAMER,lisi_c,0.910246069
randomly_missing_50,ItClust,lisi_c,0.988847496
randomly_missing_70,scDREAMER,lisi_c,0.876177781
randomly_missing_70,ItClust,lisi_c,0.984125963
full_annotated_supervised,scDREAMER,lisi_b,0.25689191
full_annotated_supervised,ItClust,lisi_b,0.226703208
partially_annotated_batches_70,scDREAMER,lisi_b,0.180946885
partially_annotated_batches_70,ItClust,lisi_b,0.1729474
partially_annotated_batches_50,scDREAMER,lisi_b,0.184785679
partially_annotated_batches_50,ItClust,lisi_b,0.165521858
partially_annotated_batches_30,scDREAMER,lisi_b,0.200033026
partially_annotated_batches_30,ItClust,lisi_b,0.163391338
mixing_at_edge_30,scDREAMER,lisi_b,0.257610471
mixing_at_edge_30,ItClust,lisi_b,0.234960745
mixing_at_edge_50,scDREAMER,lisi_b,0.257332244
mixing_at_edge_50,ItClust,lisi_b,0.228490647
mixing_at_edge_70,scDREAMER,lisi_b,0.256591392
mixing_at_edge_70,ItClust,lisi_b,0.23037425
randomly_missing_30,scDREAMER,lisi_b,0.256142931
randomly_missing_30,ItClust,lisi_b,0.243084156
randomly_missing_50,scDREAMER,lisi_b,0.25765598
randomly_missing_50,ItClust,lisi_b,0.241553689
randomly_missing_70,scDREAMER,lisi_b,0.256370214
randomly_missing_70,ItClust,lisi_b,0.251187893
full_annotated_supervised,scDREAMER,lisi_f1,0.408273339
full_annotated_supervised,ItClust,lisi_f1,0.369572701
partially_annotated_batches_70,scDREAMER,lisi_f1,0.300177128
partially_annotated_batches_70,ItClust,lisi_f1,0.292820326
partially_annotated_batches_50,scDREAMER,lisi_f1,0.307999914
partially_annotated_batches_50,ItClust,lisi_f1,0.283642846
partially_annotated_batches_30,scDREAMER,lisi_f1,0.330760607
partially_annotated_batches_30,ItClust,lisi_f1,0.280705365
mixing_at_edge_30,scDREAMER,lisi_f1,0.408825903
mixing_at_edge_30,ItClust,lisi_f1,0.380471166
mixing_at_edge_50,scDREAMER,lisi_f1,0.40855339
mixing_at_edge_50,ItClust,lisi_f1,0.371942069
mixing_at_edge_70,scDREAMER,lisi_f1,0.407841589
mixing_at_edge_70,ItClust,lisi_f1,0.374432565
randomly_missing_30,scDREAMER,lisi_f1,0.403057643
randomly_missing_30,ItClust,lisi_f1,0.390604125
randomly_missing_50,scDREAMER,lisi_f1,0.401626734
randomly_missing_50,ItClust,lisi_f1,0.388263216
randomly_missing_70,scDREAMER,lisi_f1,0.396673494
randomly_missing_70,ItClust,lisi_f1,0.40022303
full_annotated_supervised,scDREAMER,pos_rate,0.997920929
full_annotated_supervised,ItClust,pos_rate,0.994554815
partially_annotated_batches_70,scDREAMER,pos_rate,0.586264933
partially_annotated_batches_70,ItClust,pos_rate,0.84086859
partially_annotated_batches_50,scDREAMER,pos_rate,0.744274305
partially_annotated_batches_50,ItClust,pos_rate,0.964259785
partially_annotated_batches_30,scDREAMER,pos_rate,0.857435153
partially_annotated_batches_30,ItClust,pos_rate,0.977691242
mixing_at_edge_30,scDREAMER,pos_rate,0.978945284
mixing_at_edge_30,ItClust,pos_rate,0.994389809
mixing_at_edge_50,scDREAMER,pos_rate,0.981981387
mixing_at_edge_50,ItClust,pos_rate,0.994224804
mixing_at_edge_70,scDREAMER,pos_rate,0.98676655
